0.2
1.3
2.5
1.5
4.2
2.8
5.7
6
4.9
3.6
4.2
6.9
5.3
8.4
9.9
7.7
8.1
10.3
10.3
7.8
10.8
9.9
9
6.5
8.9
3.9
2.6
