13.4
11.1
9.7
6.9
6.8
6.1
10.9
6.2
14.3
13
8.8
12.6
8.8
18.3
16.4
16.9
17.7
18.5
19.8
14.8
17.8
15.5
12.7
15.6
21.3
16
13.2
