15.2
13.9
13.8
14.8
15.7
18.1
20.4
21.2
18.3
16.1
16.3
18.3
22.3
22.4
24.4
20.7
21
23.1
23.6
24.2
26.3
26.6
23.8
24
22
16.2
19.3
